day,ntweets
2020-09-22,20
2020-09-23,34
2020-09-24,27
2020-09-25,29
2020-09-26,25
2020-09-27,33
2020-09-28,16
2020-09-29,21
2020-09-30,26
2020-10-01,17
2020-10-02,22
2020-10-03,27
2020-10-04,28
2020-10-05,30
2020-10-06,19
2020-10-07,38
2020-10-08,31
2020-10-09,34
2020-10-10,47
2020-10-11,26
2020-10-12,27
2020-10-13,25
2020-10-14,20
2020-10-15,21
2020-10-16,31
2020-10-17,39
2020-10-18,24
2020-10-19,30
2020-10-20,36
2020-10-21,27
2020-10-22,24
2020-10-23,17
2020-10-24,26
2020-10-25,31
2020-10-26,33
2020-10-27,28
2020-10-28,19
2020-10-29,27
2020-10-30,36
2020-10-31,26
2020-11-01,27
2020-11-02,29
2020-11-03,31
2020-11-04,17
2020-11-05,24
2020-11-06,30
2020-11-07,25
2020-11-08,34
2020-11-09,27
2020-11-10,30
2020-11-11,25
2020-11-12,24
2020-11-13,31
2020-11-14,34
2020-11-15,34
2020-11-16,29
2020-11-17,32
2020-11-18,37
2020-11-19,22
2020-11-20,36
2020-11-21,34
2020-11-22,35
2020-11-23,27
2020-11-24,24
2020-11-25,25
2020-11-26,33
2020-11-27,25
2020-11-28,20
2020-11-29,32
2020-11-30,24
2020-12-01,26
2020-12-02,22
2020-12-03,26
2020-12-04,25
2020-12-05,26
2020-12-06,24
2020-12-07,28
2020-12-08,27
2020-12-09,20
2020-12-10,26
2020-12-11,21
2020-12-12,25
2020-12-13,26
2020-12-14,16
2020-12-15,26
2020-12-16,25
2020-12-17,32
2020-12-18,35
2020-12-19,40
2020-12-20,49
2020-12-21,34
2020-12-22,39
2020-12-23,39
2020-12-24,28
2020-12-25,36
2020-12-26,18
2020-12-27,21
2020-12-28,31
2020-12-29,36
2020-12-30,38
2020-12-31,36
2021-01-01,23
2021-01-02,18
2021-01-03,26
2021-01-04,24
2021-01-05,30
2021-01-06,27
2021-01-07,21
2021-01-08,39
2021-01-09,31
2021-01-10,22
2021-01-11,24
2021-01-12,26
2021-01-13,34
2021-01-14,24
2021-01-15,32
2021-01-16,31
2021-01-17,24
2021-01-18,88
2021-01-19,36
2021-01-20,22
2021-01-21,34
2021-01-22,18
2021-01-23,32
2021-01-24,33
2021-01-25,24
2021-01-26,19
2021-01-27,25
2021-01-28,29
2021-01-29,44
2021-01-30,35
2021-01-31,21
2021-02-01,32
2021-02-02,30
2021-02-03,38
2021-02-04,23
2021-02-05,37
2021-02-06,38
2021-02-07,32
2021-02-08,23
2021-02-09,32
2021-02-10,27
2021-02-11,26
2021-02-12,26
2021-02-13,37
2021-02-14,108
2021-02-15,27
2021-02-16,28
2021-02-17,31
2021-02-18,19
2021-02-19,24
2021-02-20,28
2021-02-21,21
2021-02-22,29
2021-02-23,22
2021-02-24,23
2021-02-25,19
2021-02-26,29
2021-02-27,23
2021-02-28,26
2021-03-01,12
2021-03-02,15
2021-03-03,22
2021-03-04,14
2021-03-05,19
2021-03-06,24
2021-03-07,18
2021-03-08,25
2021-03-09,24
2021-03-10,23
2021-03-11,14
2021-03-12,22
2021-03-13,28
2021-03-14,16
2021-03-15,19
2021-03-16,20
2021-03-17,16
2021-03-18,18
2021-03-19,27
2021-03-20,32
2021-03-21,23
2021-03-22,22
2021-03-23,27
2021-03-24,27
2021-03-25,29
2021-03-26,23
2021-03-27,22
2021-03-28,21
2021-03-29,20
2021-03-30,23
2021-03-31,18
2021-04-01,39
2021-04-02,30
2021-04-03,25
2021-04-04,31
2021-04-05,27
2021-04-06,24
2021-04-07,20
2021-04-08,21
2021-04-09,18
2021-04-10,34
2021-04-11,16
2021-04-12,25
2021-04-13,16
2021-04-14,31
2021-04-15,25
2021-04-16,21
2021-04-17,14
2021-04-18,27
2021-04-19,19
2021-04-20,13
2021-04-21,27
2021-04-22,15
2021-04-23,25
2021-04-24,27
2021-04-25,24
2021-04-26,11
2021-04-27,24
2021-04-28,26
2021-04-29,10
2021-04-30,29
2021-05-01,18
2021-05-02,21
2021-05-03,21
2021-05-04,25
2021-05-05,22
2021-05-06,10
2021-05-07,17
2021-05-08,24
2021-05-09,22
2021-05-10,21
2021-05-11,19
2021-05-12,16
2021-05-13,15
2021-05-14,24
2021-05-15,29
2021-05-16,20
2021-05-17,26
2021-05-18,16
2021-05-19,19
2021-05-20,23
2021-05-21,20
2021-05-22,23
2021-05-23,19
2021-05-24,19
2021-05-25,21
2021-05-26,21
2021-05-27,22
2021-05-28,18
2021-05-29,17
2021-05-30,16
2021-05-31,20
2021-06-01,20
2021-06-02,21
2021-06-03,19
2021-06-04,17
2021-06-05,25
2021-06-06,25
2021-06-07,16
2021-06-08,15
2021-06-09,18
2021-06-10,20
2021-06-11,19
2021-06-12,24
2021-06-13,23
2021-06-14,22
2021-06-15,26
2021-06-16,13
2021-06-17,19
2021-06-18,25
2021-06-19,15
2021-06-20,26
2021-06-21,17
2021-06-22,33
2021-06-23,22
2021-06-24,19
2021-06-25,20
2021-06-26,24
2021-06-27,20
2021-06-28,20
2021-06-29,17
2021-06-30,27
2021-07-01,17
2021-07-02,15
2021-07-03,18
2021-07-04,19
2021-07-05,24
2021-07-06,25
2021-07-07,12
